Unnamed: 0,stimulus_left,stimulus_right,reward_left,reward_right,ppt,trial,responses
5698,3,1,1.0,1.0,48,59,1
5699,2,4,0.0,0.0,48,60,1
5700,4,2,0.0,0.0,48,61,1
5701,1,4,1.0,0.0,48,62,1
5702,2,1,0.0,1.0,48,63,1
5703,4,3,0.0,0.0,48,64,1
5704,2,1,0.0,1.0,48,65,1
5705,4,1,0.0,1.0,48,66,0
5706,1,4,1.0,1.0,48,67,0
5707,1,2,1.0,0.0,48,68,0
5708,4,1,0.0,1.0,48,69,1
5709,1,3,1.0,0.0,48,70,0
5710,1,3,1.0,0.0,48,71,0
5711,3,4,0.0,0.0,48,72,0
5712,2,4,0.0,0.0,48,73,0
5713,4,3,0.0,0.0,48,74,0
5714,4,3,0.0,1.0,48,75,1
5715,1,2,1.0,1.0,48,76,0
5716,2,1,0.0,1.0,48,77,0
5717,2,4,0.0,0.0,48,78,0
5718,2,3,0.0,1.0,48,79,1
5719,2,3,0.0,0.0,48,80,1
5720,3,2,0.0,0.0,48,81,0
5721,1,2,1.0,1.0,48,82,0
5722,3,4,1.0,0.0,48,83,0
5723,2,3,0.0,0.0,48,84,1
5724,2,4,0.0,0.0,48,85,1
5725,3,2,1.0,1.0,48,86,1
5726,3,2,0.0,0.0,48,87,0
5727,4,3,0.0,1.0,48,88,0
5728,4,1,0.0,1.0,48,89,1
5729,2,4,0.0,0.0,48,90,1
5730,2,3,0.0,0.0,48,91,0
5731,3,4,0.0,0.0,48,92,0
5732,3,2,1.0,0.0,48,93,1
5733,3,1,0.0,0.0,48,94,1
5734,1,2,1.0,0.0,48,95,1
5735,1,3,1.0,0.0,48,96,0
5736,2,3,0.0,1.0,48,97,1
5737,1,3,1.0,0.0,48,98,1
5738,3,4,0.0,0.0,48,99,1
5739,4,2,0.0,0.0,48,100,1
5740,2,4,0.0,0.0,48,101,0
5741,1,2,1.0,0.0,48,102,0
5742,4,3,0.0,0.0,48,103,1
5743,2,3,0.0,1.0,48,104,0
5744,4,3,0.0,1.0,48,105,1
5745,3,2,0.0,0.0,48,106,1
5746,1,4,1.0,1.0,48,107,0
5747,1,4,1.0,0.0,48,108,0
5748,1,3,1.0,0.0,48,109,0
5749,1,2,1.0,0.0,48,110,1
5750,4,3,0.0,0.0,48,111,0
5751,2,1,0.0,0.0,48,112,1
5752,1,2,1.0,0.0,48,113,0
5753,2,1,0.0,1.0,48,114,1
5754,3,2,1.0,1.0,48,115,1
5755,2,1,0.0,0.0,48,116,1
5756,3,1,1.0,1.0,48,117,1
5757,2,1,0.0,1.0,48,118,1
5758,1,2,1.0,1.0,48,119,0
5759,1,2,1.0,0.0,48,120,1
5760,3,4,0.0,0.0,49,1,1
5761,2,4,0.0,0.0,49,2,0
5762,3,2,0.0,0.0,49,3,1
5763,2,4,0.0,0.0,49,4,0
5764,2,3,0.0,1.0,49,5,0
5765,1,4,1.0,1.0,49,6,1
5766,4,2,0.0,0.0,49,7,0
5767,3,4,0.0,0.0,49,8,0
5768,4,2,0.0,1.0,49,9,1
5769,1,4,1.0,0.0,49,10,0
5770,2,1,0.0,1.0,49,11,1
5771,2,1,0.0,1.0,49,12,0
5772,3,2,0.0,0.0,49,13,1
5773,3,2,1.0,1.0,49,14,0
5774,4,2,0.0,0.0,49,15,1
5775,4,1,1.0,1.0,49,16,1
5776,4,3,0.0,1.0,49,17,1
5777,3,1,1.0,1.0,49,18,0
5778,3,2,0.0,0.0,49,19,0
5779,2,4,0.0,0.0,49,20,1
5780,2,1,0.0,1.0,49,21,1
5781,3,2,1.0,1.0,49,22,0
5782,4,3,0.0,1.0,49,23,1
5783,3,1,0.0,0.0,49,24,1
5784,4,2,0.0,1.0,49,25,1
5785,4,3,0.0,0.0,49,26,1
5786,3,4,0.0,0.0,49,27,1
5787,2,4,0.0,0.0,49,28,0
5788,4,1,0.0,1.0,49,29,1
5789,1,3,0.0,1.0,49,30,0
5790,3,2,1.0,1.0,49,31,0
5791,2,3,0.0,1.0,49,32,1
5792,3,4,1.0,0.0,49,33,0
5793,4,2,0.0,1.0,49,34,1
5794,3,4,1.0,0.0,49,35,0
5795,4,2,0.0,0.0,49,36,1
5796,2,3,0.0,0.0,49,37,0
5797,1,3,0.0,1.0,49,38,1
5798,4,3,0.0,1.0,49,39,1
5799,1,2,1.0,1.0,49,40,0
5800,4,1,0.0,1.0,49,41,1
5801,1,2,1.0,0.0,49,42,0
5802,2,3,0.0,0.0,49,43,1
5803,1,4,0.0,0.0,49,44,0
5804,1,3,1.0,1.0,49,45,1
5805,1,2,1.0,1.0,49,46,0
5806,2,1,0.0,1.0,49,47,1
5807,2,3,0.0,1.0,49,48,1
5808,3,2,1.0,0.0,49,49,0
5809,3,4,0.0,0.0,49,50,0
5810,4,3,0.0,1.0,49,51,1
5811,2,1,0.0,1.0,49,52,1
5812,4,1,0.0,0.0,49,53,1
5813,1,4,0.0,1.0,49,54,1
5814,1,2,1.0,0.0,49,55,1
5815,4,3,0.0,0.0,49,56,1
5816,2,3,0.0,1.0,49,57,1
5817,3,1,0.0,1.0,49,58,0
5818,2,3,0.0,1.0,49,59,1
5819,1,2,1.0,0.0,49,60,1
5820,4,1,0.0,0.0,49,61,0
5821,1,2,1.0,0.0,49,62,0
5822,4,3,0.0,1.0,49,63,1
5823,3,2,0.0,0.0,49,64,0
5824,3,1,1.0,1.0,49,65,1
5825,4,1,0.0,1.0,49,66,1
5826,2,4,0.0,0.0,49,67,0
5827,1,3,1.0,0.0,49,68,0
5828,1,3,1.0,1.0,49,69,0
5829,2,1,0.0,1.0,49,70,1
5830,4,2,0.0,0.0,49,71,0
5831,1,4,1.0,1.0,49,72,0
5832,1,4,1.0,0.0,49,73,0
5833,2,3,0.0,0.0,49,74,1
5834,1,4,0.0,0.0,49,75,0
5835,3,4,0.0,0.0,49,76,1
5836,2,4,0.0,0.0,49,77,1
5837,3,1,0.0,1.0,49,78,0
5838,3,1,0.0,1.0,49,79,1
5839,1,3,1.0,0.0,49,80,0
5840,3,2,1.0,0.0,49,81,1
5841,1,2,1.0,1.0,49,82,0
5842,3,4,0.0,0.0,49,83,0
5843,1,3,1.0,0.0,49,84,0
5844,1,3,1.0,0.0,49,85,0
5845,2,3,0.0,0.0,49,86,1
5846,3,4,1.0,0.0,49,87,0
5847,4,3,0.0,1.0,49,88,1
5848,4,3,0.0,0.0,49,89,1
5849,1,4,1.0,0.0,49,90,0
5850,1,3,1.0,0.0,49,91,0
5851,4,1,0.0,1.0,49,92,1
5852,4,3,0.0,0.0,49,93,1
5853,2,1,0.0,0.0,49,94,1
5854,2,4,0.0,0.0,49,95,1
5855,2,1,0.0,0.0,49,96,0
5856,1,4,1.0,0.0,49,97,0
5857,4,1,0.0,1.0,49,98,1
5858,1,4,0.0,1.0,49,99,0
5859,4,1,0.0,1.0,49,100,0
5860,4,2,0.0,0.0,49,101,0
5861,3,2,1.0,1.0,49,102,0
5862,2,4,0.0,0.0,49,103,1
5863,2,4,0.0,0.0,49,104,0
5864,1,2,1.0,1.0,49,105,1
5865,2,4,0.0,0.0,49,106,0
5866,3,1,0.0,0.0,49,107,0
5867,1,2,1.0,0.0,49,108,1
5868,2,3,0.0,1.0,49,109,0
5869,1,3,1.0,0.0,49,110,1
5870,3,1,1.0,1.0,49,111,1
5871,3,1,1.0,1.0,49,112,1
5872,4,2,0.0,0.0,49,113,1
5873,4,1,1.0,1.0,49,114,1
5874,3,4,1.0,0.0,49,115,1
5875,2,1,0.0,1.0,49,116,1
5876,4,2,0.0,1.0,49,117,1
5877,3,1,0.0,1.0,49,118,0
5878,2,1,0.0,1.0,49,119,0
5879,1,2,1.0,0.0,49,120,0
5880,4,1,0.0,0.0,50,1,0
5881,1,2,1.0,1.0,50,2,1
5882,1,4,0.0,0.0,50,3,1
5883,1,3,0.0,1.0,50,4,0
5884,3,4,0.0,0.0,50,5,1
5885,2,4,0.0,0.0,50,6,0
5886,3,2,1.0,1.0,50,7,0
5887,2,4,0.0,0.0,50,8,1
5888,1,2,1.0,1.0,50,9,0
5889,2,1,0.0,1.0,50,10,1
5890,1,3,1.0,0.0,50,11,0
5891,4,1,0.0,1.0,50,12,1
5892,1,3,0.0,1.0,50,13,0
5893,4,2,0.0,0.0,50,14,0
5894,4,1,0.0,1.0,50,15,1
5895,2,1,0.0,0.0,50,16,1
5896,3,4,1.0,0.0,50,17,0
5897,2,3,0.0,1.0,50,18,0
5898,3,4,0.0,0.0,50,19,0
5899,1,4,1.0,0.0,50,20,1
5900,1,4,0.0,1.0,50,21,0
5901,4,2,0.0,1.0,50,22,1
5902,2,3,0.0,1.0,50,23,1
5903,4,3,0.0,0.0,50,24,1
5904,3,1,0.0,1.0,50,25,1
5905,3,2,0.0,0.0,50,26,0
5906,1,3,1.0,1.0,50,27,1
5907,2,3,0.0,1.0,50,28,1
5908,3,1,1.0,1.0,50,29,1
5909,4,3,0.0,0.0,50,30,1
5910,4,2,0.0,0.0,50,31,1
5911,2,3,0.0,0.0,50,32,1
5912,1,3,1.0,0.0,50,33,1
5913,4,2,0.0,0.0,50,34,1
5914,1,3,1.0,0.0,50,35,0
5915,4,2,0.0,0.0,50,36,1
5916,1,4,1.0,0.0,50,37,0
5917,4,2,0.0,0.0,50,38,1
5918,1,2,1.0,0.0,50,39,0
5919,1,2,1.0,0.0,50,40,0
5920,4,2,0.0,1.0,50,41,0
5921,2,4,0.0,0.0,50,42,0
5922,2,1,0.0,1.0,50,43,1
5923,3,2,1.0,1.0,50,44,0
5924,4,1,1.0,1.0,50,45,1
5925,2,3,0.0,0.0,50,46,1
5926,1,4,0.0,1.0,50,47,0
5927,4,3,0.0,0.0,50,48,0
5928,3,1,0.0,1.0,50,49,1
5929,2,4,0.0,0.0,50,50,1
5930,3,4,1.0,0.0,50,51,0
5931,1,3,1.0,0.0,50,52,0
5932,3,2,0.0,0.0,50,53,0
5933,4,1,0.0,1.0,50,54,1
5934,4,2,0.0,1.0,50,55,0
5935,3,2,1.0,0.0,50,56,0
5936,2,4,0.0,0.0,50,57,0
5937,1,4,1.0,1.0,50,58,0
5938,4,2,0.0,0.0,50,59,1
5939,1,2,1.0,0.0,50,60,0
5940,4,3,0.0,1.0,50,61,1
5941,3,1,1.0,1.0,50,62,0
5942,3,2,1.0,1.0,50,63,0
5943,1,4,0.0,0.0,50,64,0
5944,4,3,0.0,1.0,50,65,1
5945,2,1,0.0,1.0,50,66,1
5946,3,4,0.0,0.0,50,67,0
5947,3,1,0.0,0.0,50,68,1
5948,4,1,0.0,1.0,50,69,1
5949,4,1,0.0,1.0,50,70,1
5950,2,4,0.0,0.0,50,71,1
5951,3,1,0.0,0.0,50,72,0
5952,4,1,0.0,0.0,50,73,1
5953,1,4,1.0,0.0,50,74,0
5954,1,3,1.0,1.0,50,75,0
5955,1,2,1.0,1.0,50,76,0
5956,2,1,0.0,1.0,50,77,1
5957,2,3,0.0,1.0,50,78,0
5958,1,2,1.0,1.0,50,79,0
5959,4,3,0.0,1.0,50,80,1
5960,4,1,1.0,1.0,50,81,1
5961,2,3,0.0,1.0,50,82,1
5962,4,3,0.0,1.0,50,83,1
5963,1,4,1.0,0.0,50,84,0
5964,2,4,0.0,0.0,50,85,0
5965,1,4,1.0,1.0,50,86,0
5966,1,3,1.0,0.0,50,87,0
5967,4,3,0.0,1.0,50,88,1
5968,3,1,0.0,1.0,50,89,1
5969,4,3,0.0,0.0,50,90,1
5970,3,1,1.0,1.0,50,91,1
5971,4,3,0.0,1.0,50,92,1
5972,2,3,0.0,0.0,50,93,1
5973,1,2,1.0,0.0,50,94,0
5974,3,4,1.0,0.0,50,95,0
5975,2,1,0.0,0.0,50,96,1
5976,1,2,1.0,0.0,50,97,0
5977,3,2,1.0,0.0,50,98,0
5978,4,1,0.0,1.0,50,99,1
5979,3,4,0.0,0.0,50,100,0
5980,3,4,0.0,0.0,50,101,0
5981,3,2,0.0,0.0,50,102,0
5982,2,3,0.0,1.0,50,103,1
5983,4,2,0.0,1.0,50,104,1
5984,3,4,1.0,0.0,50,105,0
5985,3,1,0.0,1.0,50,106,0
5986,2,1,0.0,1.0,50,107,1
5987,2,1,0.0,1.0,50,108,1
5988,2,4,0.0,0.0,50,109,1
5989,2,1,0.0,1.0,50,110,0
5990,2,4,0.0,0.0,50,111,0
5991,1,3,1.0,0.0,50,112,0
5992,1,2,1.0,0.0,50,113,0
5993,3,2,0.0,0.0,50,114,0
5994,3,2,1.0,1.0,50,115,1
5995,3,1,1.0,1.0,50,116,1
5996,2,1,0.0,1.0,50,117,1
5997,2,3,0.0,0.0,50,118,1
5998,2,4,0.0,0.0,50,119,0
5999,3,4,0.0,0.0,50,120,0
6000,2,4,0.0,0.0,51,1,1
6001,2,1,0.0,1.0,51,2,1
6002,3,2,1.0,0.0,51,3,0
6003,4,1,1.0,1.0,51,4,1
6004,2,3,0.0,1.0,51,5,1
6005,1,3,0.0,1.0,51,6,0
6006,1,4,1.0,0.0,51,7,0
6007,1,4,1.0,0.0,51,8,0
6008,1,3,1.0,0.0,51,9,1
6009,4,1,0.0,1.0,51,10,1
6010,1,2,1.0,1.0,51,11,0
6011,3,4,1.0,0.0,51,12,1
6012,3,1,0.0,1.0,51,13,1
6013,4,1,0.0,0.0,51,14,1
6014,2,4,0.0,0.0,51,15,1
6015,4,3,0.0,1.0,51,16,1
6016,1,3,1.0,0.0,51,17,0
6017,2,4,0.0,0.0,51,18,0
6018,3,2,1.0,0.0,51,19,0
6019,4,3,0.0,1.0,51,20,1
6020,3,2,1.0,1.0,51,21,0
6021,4,3,0.0,0.0,51,22,1
6022,2,3,0.0,1.0,51,23,1
6023,2,3,0.0,1.0,51,24,1
6024,3,4,0.0,0.0,51,25,0
6025,1,4,0.0,1.0,51,26,0
6026,3,2,1.0,1.0,51,27,0
6027,4,1,0.0,1.0,51,28,1
6028,1,4,1.0,1.0,51,29,0
6029,1,2,1.0,0.0,51,30,0
6030,1,4,1.0,0.0,51,31,0
6031,4,2,0.0,0.0,51,32,1
6032,3,4,1.0,0.0,51,33,0
6033,2,1,0.0,1.0,51,34,1
6034,1,3,1.0,1.0,51,35,0
6035,4,2,0.0,1.0,51,36,1
6036,4,1,0.0,1.0,51,37,1
6037,4,2,0.0,0.0,51,38,1
6038,1,2,1.0,0.0,51,39,0
6039,4,2,0.0,0.0,51,40,1
6040,3,4,0.0,0.0,51,41,0
6041,4,2,0.0,0.0,51,42,0
6042,2,3,0.0,1.0,51,43,1
6043,1,3,1.0,0.0,51,44,0
6044,1,4,1.0,0.0,51,45,0
6045,2,3,0.0,1.0,51,46,1
6046,1,2,1.0,0.0,51,47,0
6047,3,1,0.0,0.0,51,48,1
6048,4,2,0.0,1.0,51,49,0
6049,3,1,1.0,1.0,51,50,0
6050,1,4,1.0,1.0,51,51,1
6051,2,4,0.0,0.0,51,52,0
6052,1,4,0.0,1.0,51,53,0
6053,3,4,0.0,0.0,51,54,1
6054,4,1,0.0,1.0,51,55,0
6055,3,1,1.0,1.0,51,56,0
6056,1,3,1.0,0.0,51,57,1
6057,3,2,0.0,0.0,51,58,0
6058,4,3,0.0,0.0,51,59,1
6059,2,3,0.0,0.0,51,60,1
6060,3,1,0.0,1.0,51,61,1
6061,2,1,0.0,1.0,51,62,0
6062,3,2,1.0,1.0,51,63,0
6063,4,2,0.0,0.0,51,64,0
6064,1,3,0.0,1.0,51,65,0
6065,4,2,0.0,0.0,51,66,1
6066,1,4,0.0,0.0,51,67,0
6067,3,2,0.0,0.0,51,68,0
6068,3,4,0.0,0.0,51,69,1
6069,2,4,0.0,0.0,51,70,1
6070,3,1,1.0,1.0,51,71,0
6071,4,3,0.0,1.0,51,72,1
6072,2,1,0.0,1.0,51,73,0
6073,1,2,1.0,0.0,51,74,0
6074,1,2,1.0,1.0,51,75,0
6075,4,3,0.0,1.0,51,76,1
6076,4,1,0.0,1.0,51,77,1
6077,2,1,0.0,0.0,51,78,1
6078,1,3,1.0,1.0,51,79,1
6079,4,3,0.0,0.0,51,80,1
6080,1,2,1.0,1.0,51,81,0
6081,2,3,0.0,1.0,51,82,1
6082,4,1,0.0,0.0,51,83,1
6083,2,4,0.0,0.0,51,84,1
6084,2,4,0.0,0.0,51,85,0
6085,4,1,1.0,1.0,51,86,0
6086,3,2,0.0,0.0,51,87,0
6087,4,2,0.0,1.0,51,88,0
6088,2,3,0.0,0.0,51,89,1
6089,4,1,0.0,1.0,51,90,0
6090,2,3,0.0,0.0,51,91,1
6091,2,1,0.0,1.0,51,92,1
6092,2,4,0.0,0.0,51,93,1
6093,2,1,0.0,1.0,51,94,1
6094,3,4,0.0,0.0,51,95,1
6095,1,2,1.0,0.0,51,96,0
6096,2,4,0.0,0.0,51,97,1
6097,2,1,0.0,0.0,51,98,1
6098,2,4,0.0,0.0,51,99,0
6099,3,2,1.0,1.0,51,100,1
6100,1,2,1.0,1.0,51,101,1
6101,4,3,0.0,1.0,51,102,0
6102,1,4,0.0,0.0,51,103,0
6103,3,4,1.0,0.0,51,104,0
6104,4,2,0.0,1.0,51,105,1
6105,2,3,0.0,0.0,51,106,0
6106,3,1,1.0,1.0,51,107,0
6107,3,4,0.0,0.0,51,108,0
6108,3,1,0.0,1.0,51,109,0
6109,2,1,0.0,1.0,51,110,0
6110,3,4,1.0,0.0,51,111,0
6111,3,1,0.0,1.0,51,112,0
6112,4,3,0.0,0.0,51,113,1
6113,3,1,0.0,0.0,51,114,1
6114,1,3,1.0,0.0,51,115,1
6115,4,3,0.0,1.0,51,116,1
6116,1,2,1.0,0.0,51,117,0
6117,3,2,0.0,0.0,51,118,0
6118,1,3,1.0,0.0,51,119,0
6119,2,1,0.0,1.0,51,120,1
6120,1,2,1.0,1.0,52,1,1
6121,4,3,0.0,1.0,52,2,0
6122,3,1,0.0,1.0,52,3,0
6123,2,4,0.0,0.0,52,4,0
6124,2,1,0.0,1.0,52,5,1
6125,2,3,0.0,1.0,52,6,0
6126,4,3,0.0,1.0,52,7,1
6127,1,2,1.0,0.0,52,8,0
6128,1,4,0.0,1.0,52,9,0
6129,4,3,0.0,0.0,52,10,1
6130,3,2,1.0,0.0,52,11,0
6131,3,4,1.0,0.0,52,12,0
6132,1,4,1.0,0.0,52,13,0
6133,2,1,0.0,1.0,52,14,1
6134,3,1,1.0,1.0,52,15,1
6135,4,2,0.0,0.0,52,16,1
6136,1,3,0.0,1.0,52,17,0
6137,2,4,0.0,0.0,52,18,1
6138,4,3,0.0,0.0,52,19,1
6139,3,2,0.0,0.0,52,20,0
6140,2,4,0.0,0.0,52,21,0
6141,2,3,0.0,1.0,52,22,1
6142,2,4,0.0,0.0,52,23,0
6143,4,1,0.0,1.0,52,24,1
6144,3,2,0.0,0.0,52,25,0
6145,3,2,0.0,0.0,52,26,0
6146,3,4,1.0,0.0,52,27,0
6147,3,4,0.0,0.0,52,28,0
6148,4,2,0.0,1.0,52,29,1
6149,1,3,1.0,0.0,52,30,0
6150,4,3,0.0,1.0,52,31,1
6151,1,2,1.0,0.0,52,32,0
6152,4,1,0.0,1.0,52,33,1
6153,2,3,0.0,1.0,52,34,1
6154,2,4,0.0,0.0,52,35,0
6155,1,3,0.0,1.0,52,36,0
6156,3,4,0.0,0.0,52,37,0
6157,2,1,0.0,1.0,52,38,1
6158,3,4,0.0,0.0,52,39,0
6159,3,2,1.0,1.0,52,40,0
6160,2,4,0.0,0.0,52,41,0
6161,2,1,0.0,1.0,52,42,1
6162,3,2,0.0,0.0,52,43,0
6163,4,1,0.0,1.0,52,44,1
6164,2,1,0.0,1.0,52,45,1
6165,1,2,1.0,0.0,52,46,0
6166,1,3,1.0,1.0,52,47,0
6167,4,2,0.0,0.0,52,48,1
6168,4,2,0.0,0.0,52,49,0
6169,3,1,0.0,0.0,52,50,1
6170,3,1,0.0,1.0,52,51,0
6171,2,1,0.0,0.0,52,52,1
6172,2,3,0.0,1.0,52,53,1
6173,4,3,0.0,1.0,52,54,1
6174,1,4,1.0,0.0,52,55,1
6175,3,1,1.0,1.0,52,56,0
6176,1,4,1.0,0.0,52,57,1
6177,3,2,1.0,1.0,52,58,0
6178,2,1,0.0,1.0,52,59,1
6179,1,4,1.0,0.0,52,60,0
6180,1,4,0.0,1.0,52,61,0
6181,4,3,0.0,1.0,52,62,1
6182,2,4,0.0,0.0,52,63,1
6183,4,1,0.0,1.0,52,64,1
6184,3,1,0.0,1.0,52,65,0
6185,2,3,0.0,0.0,52,66,1
6186,3,2,1.0,0.0,52,67,0
6187,2,3,0.0,0.0,52,68,1
6188,1,3,1.0,0.0,52,69,0
6189,4,1,0.0,1.0,52,70,1
6190,2,3,0.0,0.0,52,71,0
6191,4,1,1.0,1.0,52,72,1
6192,1,2,1.0,1.0,52,73,0
6193,3,1,1.0,1.0,52,74,1
6194,1,2,1.0,0.0,52,75,0
6195,1,3,1.0,0.0,52,76,0
6196,2,4,0.0,0.0,52,77,0
6197,4,2,0.0,1.0,52,78,1
6198,1,4,1.0,1.0,52,79,0
6199,4,2,0.0,0.0,52,80,1
6200,1,2,1.0,1.0,52,81,0
6201,2,1,0.0,0.0,52,82,0
6202,2,3,0.0,1.0,52,83,0
6203,1,2,1.0,0.0,52,84,0
6204,2,4,0.0,0.0,52,85,0
6205,1,3,1.0,0.0,52,86,0
6206,1,3,1.0,0.0,52,87,0
6207,2,4,0.0,0.0,52,88,1
6208,1,3,1.0,0.0,52,89,0
6209,1,4,0.0,0.0,52,90,0
6210,4,1,0.0,0.0,52,91,1
6211,4,3,0.0,0.0,52,92,1
6212,3,4,0.0,0.0,52,93,0
6213,1,4,1.0,1.0,52,94,0
6214,1,2,1.0,0.0,52,95,0
6215,4,2,0.0,1.0,52,96,1
6216,4,2,0.0,0.0,52,97,1
6217,2,1,0.0,1.0,52,98,1
6218,1,2,1.0,1.0,52,99,0
6219,2,3,0.0,1.0,52,100,0
6220,3,1,0.0,1.0,52,101,1
6221,4,3,0.0,1.0,52,102,0
6222,3,4,1.0,0.0,52,103,0
6223,1,4,0.0,0.0,52,104,0
6224,3,4,0.0,0.0,52,105,0
6225,4,3,0.0,0.0,52,106,1
6226,2,1,0.0,1.0,52,107,1
6227,3,2,1.0,1.0,52,108,1
6228,3,4,1.0,0.0,52,109,1
6229,4,1,0.0,1.0,52,110,1
6230,4,2,0.0,0.0,52,111,1
6231,3,1,1.0,1.0,52,112,1
6232,4,1,1.0,1.0,52,113,1
6233,4,1,0.0,0.0,52,114,1
6234,3,1,0.0,0.0,52,115,1
6235,3,2,1.0,1.0,52,116,1
6236,4,2,0.0,1.0,52,117,1
6237,3,4,0.0,0.0,52,118,1
6238,2,3,0.0,0.0,52,119,0
6239,1,3,1.0,1.0,52,120,0
6240,3,1,1.0,1.0,53,1,1
6241,1,2,1.0,1.0,53,2,0
6242,1,3,0.0,1.0,53,3,0
6243,4,1,0.0,1.0,53,4,0
6244,4,2,0.0,0.0,53,5,1
6245,3,2,0.0,0.0,53,6,0
6246,2,4,0.0,0.0,53,7,1
6247,4,1,0.0,1.0,53,8,1
6248,3,4,0.0,0.0,53,9,1
6249,2,4,0.0,0.0,53,10,0
6250,3,4,1.0,0.0,53,11,1
6251,1,3,1.0,0.0,53,12,0
6252,4,1,0.0,1.0,53,13,1
6253,3,2,1.0,1.0,53,14,1
6254,4,2,0.0,0.0,53,15,0
6255,3,2,1.0,1.0,53,16,1
6256,4,1,0.0,1.0,53,17,1
6257,2,4,0.0,0.0,53,18,1
6258,2,1,0.0,1.0,53,19,1
6259,2,1,0.0,1.0,53,20,0
6260,4,2,0.0,0.0,53,21,1
6261,1,2,1.0,0.0,53,22,0
6262,4,1,0.0,0.0,53,23,1
6263,1,4,0.0,0.0,53,24,0
6264,3,1,1.0,1.0,53,25,1
6265,3,1,0.0,1.0,53,26,1
6266,4,3,0.0,1.0,53,27,1
6267,3,2,0.0,0.0,53,28,0
6268,4,1,1.0,1.0,53,29,0
6269,4,1,0.0,0.0,53,30,1
6270,3,1,1.0,1.0,53,31,1
6271,2,3,0.0,1.0,53,32,0
6272,3,1,0.0,0.0,53,33,1
6273,1,3,1.0,0.0,53,34,1
6274,2,3,0.0,1.0,53,35,1
6275,2,3,0.0,0.0,53,36,1
6276,3,2,0.0,0.0,53,37,0
6277,3,2,1.0,1.0,53,38,1
6278,1,2,1.0,0.0,53,39,1
6279,1,3,1.0,0.0,53,40,0
6280,4,2,0.0,1.0,53,41,0
6281,1,2,1.0,1.0,53,42,0
6282,3,1,0.0,0.0,53,43,0
6283,1,4,1.0,0.0,53,44,1
6284,1,4,1.0,0.0,53,45,0
6285,3,2,0.0,0.0,53,46,1
6286,4,3,0.0,0.0,53,47,0
6287,2,4,0.0,0.0,53,48,1
6288,1,4,1.0,1.0,53,49,0
6289,1,2,1.0,0.0,53,50,0
6290,1,2,1.0,0.0,53,51,1
6291,2,4,0.0,0.0,53,52,1
6292,3,4,1.0,0.0,53,53,1
6293,4,2,0.0,0.0,53,54,1
6294,4,3,0.0,1.0,53,55,1
6295,3,1,0.0,1.0,53,56,0
6296,4,1,0.0,1.0,53,57,0
6297,1,4,0.0,0.0,53,58,0
6298,3,2,1.0,1.0,53,59,1
6299,4,2,0.0,1.0,53,60,0
6300,2,3,0.0,1.0,53,61,1
6301,3,1,0.0,1.0,53,62,0
6302,1,4,0.0,1.0,53,63,1
6303,2,4,0.0,0.0,53,64,1
6304,1,2,1.0,0.0,53,65,0
6305,4,3,0.0,1.0,53,66,0
6306,2,1,0.0,1.0,53,67,0
6307,1,4,1.0,0.0,53,68,1
6308,3,4,0.0,0.0,53,69,1
6309,2,1,0.0,1.0,53,70,1
6310,1,3,1.0,0.0,53,71,0
6311,3,4,1.0,0.0,53,72,0
6312,3,4,0.0,0.0,53,73,0
6313,1,3,0.0,1.0,53,74,0
6314,1,4,1.0,0.0,53,75,1
6315,3,4,0.0,0.0,53,76,0
6316,2,1,0.0,1.0,53,77,1
6317,4,3,0.0,1.0,53,78,0
6318,4,2,0.0,0.0,53,79,0
6319,1,4,1.0,1.0,53,80,1
6320,2,3,0.0,0.0,53,81,0
6321,3,1,0.0,1.0,53,82,1
6322,3,4,1.0,0.0,53,83,1
6323,4,3,0.0,1.0,53,84,0
6324,2,3,0.0,0.0,53,85,0
6325,1,3,1.0,0.0,53,86,0
6326,1,3,1.0,1.0,53,87,0
6327,2,1,0.0,1.0,53,88,1
6328,1,3,1.0,0.0,53,89,0
6329,2,3,0.0,1.0,53,90,0
6330,4,3,0.0,0.0,53,91,0
6331,2,3,0.0,0.0,53,92,0
6332,2,4,0.0,0.0,53,93,0
6333,2,4,0.0,0.0,53,94,0
6334,3,4,0.0,0.0,53,95,1
6335,4,1,0.0,1.0,53,96,1
6336,1,2,1.0,1.0,53,97,0
6337,2,4,0.0,0.0,53,98,1
6338,4,2,0.0,0.0,53,99,1
6339,2,1,0.0,1.0,53,100,1
6340,4,3,0.0,0.0,53,101,0
6341,1,2,1.0,0.0,53,102,0
6342,4,3,0.0,0.0,53,103,0
6343,1,4,0.0,1.0,53,104,1
6344,4,1,1.0,1.0,53,105,1
6345,4,2,0.0,1.0,53,106,0
6346,2,1,0.0,0.0,53,107,1
6347,2,3,0.0,1.0,53,108,0
6348,3,1,1.0,1.0,53,109,0
6349,3,2,1.0,0.0,53,110,0
6350,1,3,1.0,1.0,53,111,0
6351,2,4,0.0,0.0,53,112,0
6352,2,1,0.0,0.0,53,113,1
6353,4,3,0.0,1.0,53,114,0
6354,3,2,1.0,0.0,53,115,1
6355,2,1,0.0,1.0,53,116,0
6356,4,2,0.0,1.0,53,117,1
6357,1,2,1.0,1.0,53,118,1
6358,3,4,0.0,0.0,53,119,0
6359,2,3,0.0,1.0,53,120,0
6360,3,4,0.0,0.0,54,1,1
6361,4,2,0.0,1.0,54,2,1
