,stimulus_left,stimulus_right,reward_left,reward_right,ppt,trial,responses
5618,1,2,1.0,1.0,47,99,0
5619,3,1,0.0,0.0,47,100,1
5620,4,1,0.0,1.0,47,101,0
5621,1,4,1.0,0.0,47,102,0
5622,4,3,0.0,1.0,47,103,1
5623,3,1,0.0,1.0,47,104,1
5624,4,2,0.0,0.0,47,105,0
5625,3,4,1.0,0.0,47,106,0
5626,1,3,1.0,1.0,47,107,0
5627,2,4,0.0,0.0,47,108,0
5628,3,2,1.0,1.0,47,109,0
5629,4,3,0.0,0.0,47,110,1
5630,1,3,1.0,0.0,47,111,0
5631,2,4,0.0,0.0,47,112,0
5632,2,3,0.0,1.0,47,113,1
5633,4,3,0.0,1.0,47,114,0
5634,1,3,1.0,0.0,47,115,1
5635,3,1,0.0,1.0,47,116,1
5636,2,4,0.0,0.0,47,117,0
5637,1,3,0.0,1.0,47,118,1
5638,3,4,1.0,0.0,47,119,0
5639,3,4,0.0,0.0,47,120,0
5640,1,3,0.0,1.0,48,1,0
5641,3,4,0.0,0.0,48,2,0
5642,1,3,1.0,0.0,48,3,0
5643,2,3,0.0,1.0,48,4,0
5644,4,2,0.0,1.0,48,5,1
5645,3,4,0.0,0.0,48,6,1
5646,3,4,0.0,0.0,48,7,1
5647,3,1,0.0,1.0,48,8,0
5648,1,4,1.0,0.0,48,9,1
5649,3,2,1.0,1.0,48,10,1
5650,3,4,1.0,0.0,48,11,1
5651,3,4,1.0,0.0,48,12,1
5652,4,2,0.0,0.0,48,13,1
5653,4,2,0.0,0.0,48,14,1
5654,4,3,0.0,1.0,48,15,1
5655,3,2,1.0,0.0,48,16,1
5656,1,3,0.0,1.0,48,17,0
5657,4,3,0.0,1.0,48,18,1
5658,4,2,0.0,0.0,48,19,1
5659,4,1,0.0,1.0,48,20,0
5660,3,4,1.0,0.0,48,21,0
5661,2,1,0.0,1.0,48,22,1
5662,2,1,0.0,1.0,48,23,0
5663,4,2,0.0,1.0,48,24,1
5664,4,1,1.0,1.0,48,25,0
5665,1,4,0.0,0.0,48,26,1
5666,1,3,1.0,1.0,48,27,1
5667,2,3,0.0,1.0,48,28,0
5668,1,4,0.0,1.0,48,29,1
5669,3,1,1.0,1.0,48,30,0
5670,1,4,0.0,0.0,48,31,1
5671,2,4,0.0,0.0,48,32,0
5672,4,2,0.0,1.0,48,33,1
5673,2,1,0.0,1.0,48,34,1
5674,4,2,0.0,0.0,48,35,0
5675,3,1,0.0,1.0,48,36,1
5676,4,2,0.0,1.0,48,37,1
5677,3,1,0.0,1.0,48,38,1
5678,4,1,0.0,1.0,48,39,0
5679,2,4,0.0,0.0,48,40,1
5680,4,1,1.0,1.0,48,41,0
5681,3,1,0.0,0.0,48,42,0
5682,3,2,0.0,0.0,48,43,0
5683,3,1,0.0,1.0,48,44,1
5684,2,3,0.0,1.0,48,45,0
5685,2,4,0.0,0.0,48,46,1
5686,1,4,0.0,1.0,48,47,1
5687,4,3,0.0,1.0,48,48,0
5688,1,4,1.0,0.0,48,49,0
5689,3,2,1.0,1.0,48,50,0
5690,3,1,1.0,1.0,48,51,1
5691,1,3,1.0,1.0,48,52,1
5692,2,3,0.0,0.0,48,53,0
5693,4,1,0.0,0.0,48,54,0
5694,1,2,1.0,1.0,48,55,0
5695,4,1,0.0,0.0,48,56,1
5696,2,4,0.0,0.0,48,57,0
5697,4,1,0.0,1.0,48,58,0
5698,3,1,1.0,1.0,48,59,1
5699,2,4,0.0,0.0,48,60,1
5700,4,2,0.0,0.0,48,61,1
5701,1,4,1.0,0.0,48,62,0
5702,2,1,0.0,1.0,48,63,0
5703,4,3,0.0,0.0,48,64,0
5704,2,1,0.0,1.0,48,65,1
5705,4,1,0.0,1.0,48,66,0
5706,1,4,1.0,1.0,48,67,0
5707,1,2,1.0,0.0,48,68,0
5708,4,1,0.0,1.0,48,69,0
5709,1,3,1.0,0.0,48,70,1
5710,1,3,1.0,0.0,48,71,0
5711,3,4,0.0,0.0,48,72,0
5712,2,4,0.0,0.0,48,73,0
5713,4,3,0.0,0.0,48,74,0
5714,4,3,0.0,1.0,48,75,0
5715,1,2,1.0,1.0,48,76,1
5716,2,1,0.0,1.0,48,77,0
5717,2,4,0.0,0.0,48,78,0
5718,2,3,0.0,1.0,48,79,0
5719,2,3,0.0,0.0,48,80,1
5720,3,2,0.0,0.0,48,81,1
5721,1,2,1.0,1.0,48,82,0
5722,3,4,1.0,0.0,48,83,1
5723,2,3,0.0,0.0,48,84,1
5724,2,4,0.0,0.0,48,85,0
5725,3,2,1.0,1.0,48,86,0
5726,3,2,0.0,0.0,48,87,0
5727,4,3,0.0,1.0,48,88,1
5728,4,1,0.0,1.0,48,89,1
5729,2,4,0.0,0.0,48,90,1
5730,2,3,0.0,0.0,48,91,1
5731,3,4,0.0,0.0,48,92,0
5732,3,2,1.0,0.0,48,93,1
5733,3,1,0.0,0.0,48,94,1
5734,1,2,1.0,0.0,48,95,0
5735,1,3,1.0,0.0,48,96,1
5736,2,3,0.0,1.0,48,97,0
5737,1,3,1.0,0.0,48,98,1
5738,3,4,0.0,0.0,48,99,0
5739,4,2,0.0,0.0,48,100,1
5740,2,4,0.0,0.0,48,101,0
5741,1,2,1.0,0.0,48,102,0
5742,4,3,0.0,0.0,48,103,1
5743,2,3,0.0,1.0,48,104,0
5744,4,3,0.0,1.0,48,105,0
5745,3,2,0.0,0.0,48,106,1
5746,1,4,1.0,1.0,48,107,0
5747,1,4,1.0,0.0,48,108,1
5748,1,3,1.0,0.0,48,109,0
5749,1,2,1.0,0.0,48,110,1
5750,4,3,0.0,0.0,48,111,0
5751,2,1,0.0,0.0,48,112,1
5752,1,2,1.0,0.0,48,113,0
5753,2,1,0.0,1.0,48,114,1
5754,3,2,1.0,1.0,48,115,0
5755,2,1,0.0,0.0,48,116,0
5756,3,1,1.0,1.0,48,117,0
5757,2,1,0.0,1.0,48,118,1
5758,1,2,1.0,1.0,48,119,1
5759,1,2,1.0,0.0,48,120,1
5760,3,4,0.0,0.0,49,1,0
5761,2,4,0.0,0.0,49,2,0
5762,3,2,0.0,0.0,49,3,0
5763,2,4,0.0,0.0,49,4,0
5764,2,3,0.0,1.0,49,5,1
5765,1,4,1.0,1.0,49,6,1
5766,4,2,0.0,0.0,49,7,1
5767,3,4,0.0,0.0,49,8,1
5768,4,2,0.0,1.0,49,9,1
5769,1,4,1.0,0.0,49,10,0
5770,2,1,0.0,1.0,49,11,1
5771,2,1,0.0,1.0,49,12,1
5772,3,2,0.0,0.0,49,13,1
5773,3,2,1.0,1.0,49,14,1
5774,4,2,0.0,0.0,49,15,1
5775,4,1,1.0,1.0,49,16,1
5776,4,3,0.0,1.0,49,17,0
5777,3,1,1.0,1.0,49,18,1
5778,3,2,0.0,0.0,49,19,1
5779,2,4,0.0,0.0,49,20,1
5780,2,1,0.0,1.0,49,21,0
5781,3,2,1.0,1.0,49,22,0
5782,4,3,0.0,1.0,49,23,1
5783,3,1,0.0,0.0,49,24,1
5784,4,2,0.0,1.0,49,25,0
5785,4,3,0.0,0.0,49,26,1
5786,3,4,0.0,0.0,49,27,0
5787,2,4,0.0,0.0,49,28,1
5788,4,1,0.0,1.0,49,29,1
5789,1,3,0.0,1.0,49,30,1
5790,3,2,1.0,1.0,49,31,1
5791,2,3,0.0,1.0,49,32,1
5792,3,4,1.0,0.0,49,33,1
5793,4,2,0.0,1.0,49,34,1
5794,3,4,1.0,0.0,49,35,1
5795,4,2,0.0,0.0,49,36,1
5796,2,3,0.0,0.0,49,37,0
5797,1,3,0.0,1.0,49,38,0
5798,4,3,0.0,1.0,49,39,1
5799,1,2,1.0,1.0,49,40,0
5800,4,1,0.0,1.0,49,41,1
5801,1,2,1.0,0.0,49,42,1
5802,2,3,0.0,0.0,49,43,1
5803,1,4,0.0,0.0,49,44,1
5804,1,3,1.0,1.0,49,45,0
5805,1,2,1.0,1.0,49,46,0
5806,2,1,0.0,1.0,49,47,0
5807,2,3,0.0,1.0,49,48,1
5808,3,2,1.0,0.0,49,49,1
5809,3,4,0.0,0.0,49,50,0
5810,4,3,0.0,1.0,49,51,0
5811,2,1,0.0,1.0,49,52,0
5812,4,1,0.0,0.0,49,53,1
5813,1,4,0.0,1.0,49,54,0
5814,1,2,1.0,0.0,49,55,1
5815,4,3,0.0,0.0,49,56,0
5816,2,3,0.0,1.0,49,57,1
5817,3,1,0.0,1.0,49,58,0
5818,2,3,0.0,1.0,49,59,1
5819,1,2,1.0,0.0,49,60,1
5820,4,1,0.0,0.0,49,61,0
5821,1,2,1.0,0.0,49,62,0
5822,4,3,0.0,1.0,49,63,1
5823,3,2,0.0,0.0,49,64,1
5824,3,1,1.0,1.0,49,65,0
5825,4,1,0.0,1.0,49,66,0
5826,2,4,0.0,0.0,49,67,1
5827,1,3,1.0,0.0,49,68,1
5828,1,3,1.0,1.0,49,69,1
5829,2,1,0.0,1.0,49,70,0
5830,4,2,0.0,0.0,49,71,1
5831,1,4,1.0,1.0,49,72,0
5832,1,4,1.0,0.0,49,73,1
5833,2,3,0.0,0.0,49,74,1
5834,1,4,0.0,0.0,49,75,1
5835,3,4,0.0,0.0,49,76,1
5836,2,4,0.0,0.0,49,77,1
5837,3,1,0.0,1.0,49,78,1
5838,3,1,0.0,1.0,49,79,0
5839,1,3,1.0,0.0,49,80,0
5840,3,2,1.0,0.0,49,81,0
5841,1,2,1.0,1.0,49,82,1
5842,3,4,0.0,0.0,49,83,1
5843,1,3,1.0,0.0,49,84,1
5844,1,3,1.0,0.0,49,85,1
5845,2,3,0.0,0.0,49,86,0
5846,3,4,1.0,0.0,49,87,1
5847,4,3,0.0,1.0,49,88,0
5848,4,3,0.0,0.0,49,89,1
5849,1,4,1.0,0.0,49,90,1
5850,1,3,1.0,0.0,49,91,1
5851,4,1,0.0,1.0,49,92,1
5852,4,3,0.0,0.0,49,93,1
5853,2,1,0.0,0.0,49,94,0
5854,2,4,0.0,0.0,49,95,1
5855,2,1,0.0,0.0,49,96,1
5856,1,4,1.0,0.0,49,97,0
5857,4,1,0.0,1.0,49,98,1
5858,1,4,0.0,1.0,49,99,1
5859,4,1,0.0,1.0,49,100,0
5860,4,2,0.0,0.0,49,101,1
5861,3,2,1.0,1.0,49,102,1
5862,2,4,0.0,0.0,49,103,1
5863,2,4,0.0,0.0,49,104,1
5864,1,2,1.0,1.0,49,105,0
5865,2,4,0.0,0.0,49,106,0
5866,3,1,0.0,0.0,49,107,1
5867,1,2,1.0,0.0,49,108,0
5868,2,3,0.0,1.0,49,109,0
5869,1,3,1.0,0.0,49,110,0
5870,3,1,1.0,1.0,49,111,1
5871,3,1,1.0,1.0,49,112,1
5872,4,2,0.0,0.0,49,113,0
5873,4,1,1.0,1.0,49,114,1
5874,3,4,1.0,0.0,49,115,0
5875,2,1,0.0,1.0,49,116,1
5876,4,2,0.0,1.0,49,117,1
5877,3,1,0.0,1.0,49,118,1
5878,2,1,0.0,1.0,49,119,1
5879,1,2,1.0,0.0,49,120,0
5880,4,1,0.0,0.0,50,1,1
5881,1,2,1.0,1.0,50,2,0
5882,1,4,0.0,0.0,50,3,1
5883,1,3,0.0,1.0,50,4,0
5884,3,4,0.0,0.0,50,5,1
5885,2,4,0.0,0.0,50,6,1
5886,3,2,1.0,1.0,50,7,1
5887,2,4,0.0,0.0,50,8,0
5888,1,2,1.0,1.0,50,9,1
5889,2,1,0.0,1.0,50,10,0
5890,1,3,1.0,0.0,50,11,1
5891,4,1,0.0,1.0,50,12,0
5892,1,3,0.0,1.0,50,13,0
5893,4,2,0.0,0.0,50,14,0
5894,4,1,0.0,1.0,50,15,0
5895,2,1,0.0,0.0,50,16,0
5896,3,4,1.0,0.0,50,17,0
5897,2,3,0.0,1.0,50,18,1
5898,3,4,0.0,0.0,50,19,0
5899,1,4,1.0,0.0,50,20,0
5900,1,4,0.0,1.0,50,21,1
5901,4,2,0.0,1.0,50,22,1
5902,2,3,0.0,1.0,50,23,0
5903,4,3,0.0,0.0,50,24,1
5904,3,1,0.0,1.0,50,25,1
5905,3,2,0.0,0.0,50,26,1
5906,1,3,1.0,1.0,50,27,0
5907,2,3,0.0,1.0,50,28,0
5908,3,1,1.0,1.0,50,29,1
5909,4,3,0.0,0.0,50,30,1
5910,4,2,0.0,0.0,50,31,0
5911,2,3,0.0,0.0,50,32,1
5912,1,3,1.0,0.0,50,33,0
5913,4,2,0.0,0.0,50,34,0
5914,1,3,1.0,0.0,50,35,1
5915,4,2,0.0,0.0,50,36,0
5916,1,4,1.0,0.0,50,37,1
5917,4,2,0.0,0.0,50,38,1
5918,1,2,1.0,0.0,50,39,0
5919,1,2,1.0,0.0,50,40,1
5920,4,2,0.0,1.0,50,41,0
5921,2,4,0.0,0.0,50,42,1
5922,2,1,0.0,1.0,50,43,1
5923,3,2,1.0,1.0,50,44,0
5924,4,1,1.0,1.0,50,45,1
5925,2,3,0.0,0.0,50,46,1
5926,1,4,0.0,1.0,50,47,1
5927,4,3,0.0,0.0,50,48,0
5928,3,1,0.0,1.0,50,49,0
5929,2,4,0.0,0.0,50,50,1
5930,3,4,1.0,0.0,50,51,1
5931,1,3,1.0,0.0,50,52,1
5932,3,2,0.0,0.0,50,53,1
5933,4,1,0.0,1.0,50,54,1
5934,4,2,0.0,1.0,50,55,1
5935,3,2,1.0,0.0,50,56,1
5936,2,4,0.0,0.0,50,57,1
5937,1,4,1.0,1.0,50,58,1
5938,4,2,0.0,0.0,50,59,1
5939,1,2,1.0,0.0,50,60,0
5940,4,3,0.0,1.0,50,61,1
5941,3,1,1.0,1.0,50,62,1
5942,3,2,1.0,1.0,50,63,0
5943,1,4,0.0,0.0,50,64,0
5944,4,3,0.0,1.0,50,65,0
5945,2,1,0.0,1.0,50,66,0
5946,3,4,0.0,0.0,50,67,1
5947,3,1,0.0,0.0,50,68,1
5948,4,1,0.0,1.0,50,69,1
5949,4,1,0.0,1.0,50,70,1
5950,2,4,0.0,0.0,50,71,0
5951,3,1,0.0,0.0,50,72,1
5952,4,1,0.0,0.0,50,73,0
5953,1,4,1.0,0.0,50,74,0
5954,1,3,1.0,1.0,50,75,0
5955,1,2,1.0,1.0,50,76,0
5956,2,1,0.0,1.0,50,77,0
5957,2,3,0.0,1.0,50,78,1
5958,1,2,1.0,1.0,50,79,0
5959,4,3,0.0,1.0,50,80,0
5960,4,1,1.0,1.0,50,81,1
5961,2,3,0.0,1.0,50,82,1
5962,4,3,0.0,1.0,50,83,0
5963,1,4,1.0,0.0,50,84,1
5964,2,4,0.0,0.0,50,85,1
5965,1,4,1.0,1.0,50,86,0
5966,1,3,1.0,0.0,50,87,0
5967,4,3,0.0,1.0,50,88,1
5968,3,1,0.0,1.0,50,89,0
5969,4,3,0.0,0.0,50,90,1
5970,3,1,1.0,1.0,50,91,1
5971,4,3,0.0,1.0,50,92,1
5972,2,3,0.0,0.0,50,93,0
5973,1,2,1.0,0.0,50,94,1
5974,3,4,1.0,0.0,50,95,1
5975,2,1,0.0,0.0,50,96,0
5976,1,2,1.0,0.0,50,97,1
5977,3,2,1.0,0.0,50,98,0
5978,4,1,0.0,1.0,50,99,1
5979,3,4,0.0,0.0,50,100,1
5980,3,4,0.0,0.0,50,101,1
5981,3,2,0.0,0.0,50,102,1
5982,2,3,0.0,1.0,50,103,1
5983,4,2,0.0,1.0,50,104,0
5984,3,4,1.0,0.0,50,105,0
5985,3,1,0.0,1.0,50,106,0
5986,2,1,0.0,1.0,50,107,1
5987,2,1,0.0,1.0,50,108,1
5988,2,4,0.0,0.0,50,109,0
5989,2,1,0.0,1.0,50,110,0
5990,2,4,0.0,0.0,50,111,0
5991,1,3,1.0,0.0,50,112,0
5992,1,2,1.0,0.0,50,113,0
5993,3,2,0.0,0.0,50,114,0
5994,3,2,1.0,1.0,50,115,0
5995,3,1,1.0,1.0,50,116,1
5996,2,1,0.0,1.0,50,117,0
5997,2,3,0.0,0.0,50,118,1
5998,2,4,0.0,0.0,50,119,1
5999,3,4,0.0,0.0,50,120,0
6000,2,4,0.0,0.0,51,1,0
6001,2,1,0.0,1.0,51,2,0
6002,3,2,1.0,0.0,51,3,0
6003,4,1,1.0,1.0,51,4,0
6004,2,3,0.0,1.0,51,5,1
6005,1,3,0.0,1.0,51,6,1
6006,1,4,1.0,0.0,51,7,1
6007,1,4,1.0,0.0,51,8,0
6008,1,3,1.0,0.0,51,9,0
6009,4,1,0.0,1.0,51,10,1
6010,1,2,1.0,1.0,51,11,1
6011,3,4,1.0,0.0,51,12,1
6012,3,1,0.0,1.0,51,13,0
6013,4,1,0.0,0.0,51,14,0
6014,2,4,0.0,0.0,51,15,1
6015,4,3,0.0,1.0,51,16,0
6016,1,3,1.0,0.0,51,17,0
6017,2,4,0.0,0.0,51,18,0
6018,3,2,1.0,0.0,51,19,1
6019,4,3,0.0,1.0,51,20,1
6020,3,2,1.0,1.0,51,21,1
6021,4,3,0.0,0.0,51,22,1
6022,2,3,0.0,1.0,51,23,0
6023,2,3,0.0,1.0,51,24,1
6024,3,4,0.0,0.0,51,25,1
6025,1,4,0.0,1.0,51,26,1
6026,3,2,1.0,1.0,51,27,0
6027,4,1,0.0,1.0,51,28,1
6028,1,4,1.0,1.0,51,29,1
6029,1,2,1.0,0.0,51,30,0
6030,1,4,1.0,0.0,51,31,1
6031,4,2,0.0,0.0,51,32,1
6032,3,4,1.0,0.0,51,33,0
6033,2,1,0.0,1.0,51,34,0
6034,1,3,1.0,1.0,51,35,0
6035,4,2,0.0,1.0,51,36,0
6036,4,1,0.0,1.0,51,37,0
6037,4,2,0.0,0.0,51,38,0
6038,1,2,1.0,0.0,51,39,1
6039,4,2,0.0,0.0,51,40,0
6040,3,4,0.0,0.0,51,41,0
6041,4,2,0.0,0.0,51,42,0
6042,2,3,0.0,1.0,51,43,0
6043,1,3,1.0,0.0,51,44,1
6044,1,4,1.0,0.0,51,45,1
6045,2,3,0.0,1.0,51,46,1
6046,1,2,1.0,0.0,51,47,0
6047,3,1,0.0,0.0,51,48,1
6048,4,2,0.0,1.0,51,49,0
6049,3,1,1.0,1.0,51,50,1
6050,1,4,1.0,1.0,51,51,1
6051,2,4,0.0,0.0,51,52,0
6052,1,4,0.0,1.0,51,53,1
6053,3,4,0.0,0.0,51,54,0
6054,4,1,0.0,1.0,51,55,0
6055,3,1,1.0,1.0,51,56,1
6056,1,3,1.0,0.0,51,57,0
6057,3,2,0.0,0.0,51,58,0
6058,4,3,0.0,0.0,51,59,1
6059,2,3,0.0,0.0,51,60,0
6060,3,1,0.0,1.0,51,61,0
6061,2,1,0.0,1.0,51,62,1
6062,3,2,1.0,1.0,51,63,1
6063,4,2,0.0,0.0,51,64,1
6064,1,3,0.0,1.0,51,65,1
6065,4,2,0.0,0.0,51,66,1
6066,1,4,0.0,0.0,51,67,1
6067,3,2,0.0,0.0,51,68,1
6068,3,4,0.0,0.0,51,69,1
6069,2,4,0.0,0.0,51,70,0
6070,3,1,1.0,1.0,51,71,0
6071,4,3,0.0,1.0,51,72,1
6072,2,1,0.0,1.0,51,73,0
6073,1,2,1.0,0.0,51,74,1
6074,1,2,1.0,1.0,51,75,0
6075,4,3,0.0,1.0,51,76,1
6076,4,1,0.0,1.0,51,77,0
6077,2,1,0.0,0.0,51,78,0
6078,1,3,1.0,1.0,51,79,0
6079,4,3,0.0,0.0,51,80,1
6080,1,2,1.0,1.0,51,81,0
6081,2,3,0.0,1.0,51,82,1
6082,4,1,0.0,0.0,51,83,0
6083,2,4,0.0,0.0,51,84,1
6084,2,4,0.0,0.0,51,85,1
6085,4,1,1.0,1.0,51,86,0
6086,3,2,0.0,0.0,51,87,1
6087,4,2,0.0,1.0,51,88,0
6088,2,3,0.0,0.0,51,89,0
6089,4,1,0.0,1.0,51,90,1
6090,2,3,0.0,0.0,51,91,0
6091,2,1,0.0,1.0,51,92,0
6092,2,4,0.0,0.0,51,93,0
6093,2,1,0.0,1.0,51,94,1
6094,3,4,0.0,0.0,51,95,0
6095,1,2,1.0,0.0,51,96,1
6096,2,4,0.0,0.0,51,97,0
6097,2,1,0.0,0.0,51,98,1
6098,2,4,0.0,0.0,51,99,1
6099,3,2,1.0,1.0,51,100,1
6100,1,2,1.0,1.0,51,101,0
6101,4,3,0.0,1.0,51,102,0
6102,1,4,0.0,0.0,51,103,0
6103,3,4,1.0,0.0,51,104,0
6104,4,2,0.0,1.0,51,105,0
6105,2,3,0.0,0.0,51,106,0
6106,3,1,1.0,1.0,51,107,1
6107,3,4,0.0,0.0,51,108,0
6108,3,1,0.0,1.0,51,109,1
6109,2,1,0.0,1.0,51,110,1
6110,3,4,1.0,0.0,51,111,0
6111,3,1,0.0,1.0,51,112,1
6112,4,3,0.0,0.0,51,113,1
6113,3,1,0.0,0.0,51,114,0
6114,1,3,1.0,0.0,51,115,1
6115,4,3,0.0,1.0,51,116,0
6116,1,2,1.0,0.0,51,117,1
6117,3,2,0.0,0.0,51,118,1
6118,1,3,1.0,0.0,51,119,1
6119,2,1,0.0,1.0,51,120,1
6120,1,2,1.0,1.0,52,1,1
6121,4,3,0.0,1.0,52,2,0
6122,3,1,0.0,1.0,52,3,1
6123,2,4,0.0,0.0,52,4,1
6124,2,1,0.0,1.0,52,5,0
6125,2,3,0.0,1.0,52,6,0
6126,4,3,0.0,1.0,52,7,1
6127,1,2,1.0,0.0,52,8,1
6128,1,4,0.0,1.0,52,9,0
6129,4,3,0.0,0.0,52,10,0
6130,3,2,1.0,0.0,52,11,0
6131,3,4,1.0,0.0,52,12,1
6132,1,4,1.0,0.0,52,13,0
6133,2,1,0.0,1.0,52,14,0
6134,3,1,1.0,1.0,52,15,1
6135,4,2,0.0,0.0,52,16,0
6136,1,3,0.0,1.0,52,17,1
6137,2,4,0.0,0.0,52,18,1
6138,4,3,0.0,0.0,52,19,0
6139,3,2,0.0,0.0,52,20,0
6140,2,4,0.0,0.0,52,21,1
6141,2,3,0.0,1.0,52,22,1
6142,2,4,0.0,0.0,52,23,0
6143,4,1,0.0,1.0,52,24,0
6144,3,2,0.0,0.0,52,25,1
6145,3,2,0.0,0.0,52,26,0
6146,3,4,1.0,0.0,52,27,0
6147,3,4,0.0,0.0,52,28,0
6148,4,2,0.0,1.0,52,29,0
6149,1,3,1.0,0.0,52,30,1
6150,4,3,0.0,1.0,52,31,0
6151,1,2,1.0,0.0,52,32,0
6152,4,1,0.0,1.0,52,33,0
6153,2,3,0.0,1.0,52,34,1
6154,2,4,0.0,0.0,52,35,1
6155,1,3,0.0,1.0,52,36,0
6156,3,4,0.0,0.0,52,37,1
6157,2,1,0.0,1.0,52,38,0
6158,3,4,0.0,0.0,52,39,1
6159,3,2,1.0,1.0,52,40,1
6160,2,4,0.0,0.0,52,41,0
6161,2,1,0.0,1.0,52,42,1
6162,3,2,0.0,0.0,52,43,0
6163,4,1,0.0,1.0,52,44,0
6164,2,1,0.0,1.0,52,45,1
6165,1,2,1.0,0.0,52,46,0
6166,1,3,1.0,1.0,52,47,0
6167,4,2,0.0,0.0,52,48,0
6168,4,2,0.0,0.0,52,49,1
6169,3,1,0.0,0.0,52,50,1
6170,3,1,0.0,1.0,52,51,1
6171,2,1,0.0,0.0,52,52,0
6172,2,3,0.0,1.0,52,53,1
6173,4,3,0.0,1.0,52,54,1
6174,1,4,1.0,0.0,52,55,0
6175,3,1,1.0,1.0,52,56,0
6176,1,4,1.0,0.0,52,57,0
6177,3,2,1.0,1.0,52,58,0
6178,2,1,0.0,1.0,52,59,0
6179,1,4,1.0,0.0,52,60,1
6180,1,4,0.0,1.0,52,61,1
6181,4,3,0.0,1.0,52,62,1
6182,2,4,0.0,0.0,52,63,1
6183,4,1,0.0,1.0,52,64,1
6184,3,1,0.0,1.0,52,65,1
6185,2,3,0.0,0.0,52,66,0
6186,3,2,1.0,0.0,52,67,0
6187,2,3,0.0,0.0,52,68,0
6188,1,3,1.0,0.0,52,69,0
6189,4,1,0.0,1.0,52,70,0
6190,2,3,0.0,0.0,52,71,0
6191,4,1,1.0,1.0,52,72,0
6192,1,2,1.0,1.0,52,73,1
6193,3,1,1.0,1.0,52,74,0
6194,1,2,1.0,0.0,52,75,0
6195,1,3,1.0,0.0,52,76,0
6196,2,4,0.0,0.0,52,77,0
6197,4,2,0.0,1.0,52,78,1
6198,1,4,1.0,1.0,52,79,0
6199,4,2,0.0,0.0,52,80,1
6200,1,2,1.0,1.0,52,81,1
6201,2,1,0.0,0.0,52,82,0
6202,2,3,0.0,1.0,52,83,1
6203,1,2,1.0,0.0,52,84,0
6204,2,4,0.0,0.0,52,85,1
6205,1,3,1.0,0.0,52,86,1
6206,1,3,1.0,0.0,52,87,1
6207,2,4,0.0,0.0,52,88,0
6208,1,3,1.0,0.0,52,89,1
6209,1,4,0.0,0.0,52,90,1
6210,4,1,0.0,0.0,52,91,1
6211,4,3,0.0,0.0,52,92,1
6212,3,4,0.0,0.0,52,93,0
6213,1,4,1.0,1.0,52,94,0
6214,1,2,1.0,0.0,52,95,1
6215,4,2,0.0,1.0,52,96,1
6216,4,2,0.0,0.0,52,97,1
6217,2,1,0.0,1.0,52,98,0
6218,1,2,1.0,1.0,52,99,1
6219,2,3,0.0,1.0,52,100,1
6220,3,1,0.0,1.0,52,101,0
6221,4,3,0.0,1.0,52,102,0
6222,3,4,1.0,0.0,52,103,1
6223,1,4,0.0,0.0,52,104,0
6224,3,4,0.0,0.0,52,105,0
6225,4,3,0.0,0.0,52,106,0
6226,2,1,0.0,1.0,52,107,0
6227,3,2,1.0,1.0,52,108,1
6228,3,4,1.0,0.0,52,109,1
6229,4,1,0.0,1.0,52,110,0
6230,4,2,0.0,0.0,52,111,0
6231,3,1,1.0,1.0,52,112,1
6232,4,1,1.0,1.0,52,113,1
6233,4,1,0.0,0.0,52,114,1
6234,3,1,0.0,0.0,52,115,1
6235,3,2,1.0,1.0,52,116,0
6236,4,2,0.0,1.0,52,117,0
6237,3,4,0.0,0.0,52,118,1
6238,2,3,0.0,0.0,52,119,0
6239,1,3,1.0,1.0,52,120,0
6240,3,1,1.0,1.0,53,1,0
6241,1,2,1.0,1.0,53,2,1
6242,1,3,0.0,1.0,53,3,0
6243,4,1,0.0,1.0,53,4,1
6244,4,2,0.0,0.0,53,5,1
6245,3,2,0.0,0.0,53,6,1
6246,2,4,0.0,0.0,53,7,1
6247,4,1,0.0,1.0,53,8,1
6248,3,4,0.0,0.0,53,9,0
6249,2,4,0.0,0.0,53,10,1
6250,3,4,1.0,0.0,53,11,0
6251,1,3,1.0,0.0,53,12,0
6252,4,1,0.0,1.0,53,13,0
6253,3,2,1.0,1.0,53,14,0
6254,4,2,0.0,0.0,53,15,1
6255,3,2,1.0,1.0,53,16,0
6256,4,1,0.0,1.0,53,17,0
6257,2,4,0.0,0.0,53,18,0
6258,2,1,0.0,1.0,53,19,1
6259,2,1,0.0,1.0,53,20,1
6260,4,2,0.0,0.0,53,21,1
6261,1,2,1.0,0.0,53,22,0
6262,4,1,0.0,0.0,53,23,0
6263,1,4,0.0,0.0,53,24,0
6264,3,1,1.0,1.0,53,25,0
6265,3,1,0.0,1.0,53,26,1
6266,4,3,0.0,1.0,53,27,1
6267,3,2,0.0,0.0,53,28,1
6268,4,1,1.0,1.0,53,29,0
6269,4,1,0.0,0.0,53,30,1
6270,3,1,1.0,1.0,53,31,0
6271,2,3,0.0,1.0,53,32,1
6272,3,1,0.0,0.0,53,33,1
6273,1,3,1.0,0.0,53,34,0
6274,2,3,0.0,1.0,53,35,0
6275,2,3,0.0,0.0,53,36,0
6276,3,2,0.0,0.0,53,37,0
6277,3,2,1.0,1.0,53,38,0
6278,1,2,1.0,0.0,53,39,0
6279,1,3,1.0,0.0,53,40,0
6280,4,2,0.0,1.0,53,41,1
6281,1,2,1.0,1.0,53,42,0
6282,3,1,0.0,0.0,53,43,1
